Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Treatment_Profile
14-18,Dry,Dry to Normal,No,Acne,Comedonal,Zinc PCA + Azelaic Acid + Benzoyl Peroxide,10% + 2.5% + 1%,"Controls sebum production, Reduces acne and improves skin texture, Kills acne-causing bacteria","Zinc PCA(10%) + Azelaic Acid(2.5%) + Benzoyl Peroxide(1%) -> Controls sebum production, Reduces acne and improves skin texture, Kills acne-causing bacteria"
14-18,Dry,Dry to Normal,No,Acne,Inflammatory,Benzoyl Peroxide + Azelaic Acid + Salicylic Acid,2.5% + 10% + 2%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Unclogs pores and removes excess oil","Benzoyl Peroxide(2.5%) + Azelaic Acid(10%) + Salicylic Acid(2%) -> Kills acne-causing bacteria, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
14-18,Dry,Dry to Normal,No,Acne,Fungal,Green Tea Extract + Niacinamide + Salicylic Acid,3% + 5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil","Green Tea Extract(3%) + Niacinamide(5%) + Salicylic Acid(2%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
14-18,Dry,Dry to Normal,No,Acne,Cystic,Benzoyl Peroxide + Niacinamide + Azelaic Acid,2.5% + 5% + 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture","Benzoyl Peroxide(2.5%) + Niacinamide(5%) + Azelaic Acid(10%) -> Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
14-18,Dry,Dry to Normal,No,Dark Circles,Pigmented,Vitamin C + Caffeine + Caffeine,10% + 3% + 3%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Reduces puffiness and improves circulation","Vitamin C(10%) + Caffeine(3%) + Caffeine(3%) -> Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
14-18,Dry,Dry to Normal,No,Dark Circles,Vascular,Licorice Extract + Hyaluronic Acid + Vitamin C,2% + 1% + 10%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation","Licorice Extract(2%) + Hyaluronic Acid(1%) + Vitamin C(10%) -> Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Dry,Dry to Normal,No,Dark Spots,General,Licorice Extract + Kojic Acid + Alpha Arbutin,2% + 1% + 2%,"Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots","Licorice Extract(2%) + Kojic Acid(1%) + Alpha Arbutin(2%) -> Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
14-18,Dry,Dry to Normal,No,Dullness,General,Green Tea Extract + Niacinamide + Vitamin C,3% + 5% + 10%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation","Green Tea Extract(3%) + Niacinamide(5%) + Vitamin C(10%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
14-18,Dry,Dry to Normal,No,Hyperpigmentation,General,Tranexamic Acid + Vitamin C + Niacinamide,2% + 10% + 5%,"Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum","Tranexamic Acid(2%) + Vitamin C(10%) + Niacinamide(5%) -> Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
14-18,Dry,Dry to Normal,No,Open Pores,General,Green Tea Extract + Azelaic Acid + Salicylic Acid,3% + 10% + 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil","Green Tea Extract(3%) + Azelaic Acid(10%) + Salicylic Acid(2%) -> Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
14-18,Dry,Dry to Normal,No,Redness,General,Centella Asiatica + Green Tea Extract + Aloe Vera,3% + 1% + 1%,"Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin","Centella Asiatica(3%) + Green Tea Extract(1%) + Aloe Vera(1%) -> Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin"
14-18,Dry,Dry to Normal,No,Sun Tan,General,Vitamin C + Niacinamide + Licorice Extract,10% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone","Vitamin C(10%) + Niacinamide(5%) + Licorice Extract(2%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Dry,Dry to Normal,No,Whiteheads / Blackheads,General,Niacinamide + Zinc PCA + Willow Bark Extract,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Controls sebum production, Naturally exfoliates and clears pores","Niacinamide(5%) + Zinc PCA(1%) + Willow Bark Extract(1%) -> Reduces inflammation and regulates sebum, Controls sebum production, Naturally exfoliates and clears pores"
14-18,Dry,Dry to Normal,No,Wrinkles,General,Coenzyme Q10 + Niacinamide,5% + 1%,"Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum","Coenzyme Q10(5%) + Niacinamide(1%) -> Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum"
14-18,Dry,Extreme Dry,Yes,Acne,Comedonal,Benzoyl Peroxide + Green Tea Extract + Azelaic Acid,2.5% + 3% + 10%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture","Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) + Azelaic Acid(10%) -> Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
14-18,Dry,Extreme Dry,Yes,Acne,Inflammatory,Salicylic Acid + Green Tea Extract + Niacinamide,2% + 3% + 5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum","Salicylic Acid(2%) + Green Tea Extract(3%) + Niacinamide(5%) -> Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
14-18,Dry,Extreme Dry,Yes,Acne,Fungal,Niacinamide + Benzoyl Peroxide + Azelaic Acid,5% + 2.5% + 10%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Reduces acne and improves skin texture","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Azelaic Acid(10%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Reduces acne and improves skin texture"
14-18,Dry,Extreme Dry,Yes,Acne,Cystic,Azelaic Acid + Green Tea Extract + Benzoyl Peroxide,10% + 3% + 2.5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria","Azelaic Acid(10%) + Green Tea Extract(3%) + Benzoyl Peroxide(2.5%) -> Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria"
14-18,Dry,Extreme Dry,Yes,Dark Circles,Pigmented,Vitamin C + Niacinamide + Licorice Extract,10% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone","Vitamin C(10%) + Niacinamide(5%) + Licorice Extract(2%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Dry,Extreme Dry,Yes,Dark Circles,Vascular,Caffeine + Caffeine + Hyaluronic Acid,3% + 3% + 1%,"Improves blood circulation under eyes, Reduces puffiness and improves circulation, Hydrates and plumps the skin","Caffeine(3%) + Caffeine(3%) + Hyaluronic Acid(1%) -> Improves blood circulation under eyes, Reduces puffiness and improves circulation, Hydrates and plumps the skin"
14-18,Dry,Extreme Dry,Yes,Dark Spots,General,Vitamin C + Niacinamide + Kojic Acid,10% + 5% + 1%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration","Vitamin C(10%) + Niacinamide(5%) + Kojic Acid(1%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
14-18,Dry,Extreme Dry,Yes,Dullness,General,Green Tea Extract + Lactic Acid + Vitamin C,3% + 10% + 1%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Brightens skin and reduces pigmentation","Green Tea Extract(3%) + Lactic Acid(10%) + Vitamin C(1%) -> Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Brightens skin and reduces pigmentation"
14-18,Dry,Extreme Dry,Yes,Hyperpigmentation,General,Licorice Extract + Alpha Arbutin + Vitamin C,2% + 2% + 10%,"Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation","Licorice Extract(2%) + Alpha Arbutin(2%) + Vitamin C(10%) -> Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
14-18,Dry,Extreme Dry,Yes,Open Pores,General,Azelaic Acid + Salicylic Acid + Niacinamide,10% + 2% + 5%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum","Azelaic Acid(10%) + Salicylic Acid(2%) + Niacinamide(5%) -> Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
14-18,Dry,Extreme Dry,Yes,Redness,General,Green Tea Extract + Niacinamide + Aloe Vera,3% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin","Green Tea Extract(3%) + Niacinamide(5%) + Aloe Vera(1%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
14-18,Dry,Extreme Dry,Yes,Sun Tan,General,Niacinamide + Aloe Vera + Vitamin C,5% + 10% + 1%,"Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation","Niacinamide(5%) + Aloe Vera(10%) + Vitamin C(1%) -> Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation"
14-18,Dry,Extreme Dry,Yes,Whiteheads / Blackheads,General,Niacinamide + Willow Bark Extract + Glycolic Acid,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin","Niacinamide(5%) + Willow Bark Extract(1%) + Glycolic Acid(1%) -> Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin"
14-18,Dry,Extreme Dry,Yes,Wrinkles,General,Coenzyme Q10,1%,"Provides antioxidant protection and supports skin repair, Improves skin elasticity and firmness, Stimulates collagen production and reduces wrinkles","Coenzyme Q10(1%) -> Provides antioxidant protection and supports skin repair, Improves skin elasticity and firmness, Stimulates collagen production and reduces wrinkles"
14-18,Dry,Extreme Dry,No,Acne,Comedonal,Green Tea Extract + Salicylic Acid + Zinc PCA,3% + 2% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Controls sebum production","Green Tea Extract(3%) + Salicylic Acid(2%) + Zinc PCA(1%) -> Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Controls sebum production"
14-18,Dry,Extreme Dry,No,Acne,Inflammatory,Zinc PCA + Niacinamide + Benzoyl Peroxide,5% + 2.5% + 1%,"Controls sebum production, Reduces inflammation and regulates sebum, Kills acne-causing bacteria","Zinc PCA(5%) + Niacinamide(2.5%) + Benzoyl Peroxide(1%) -> Controls sebum production, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
14-18,Dry,Extreme Dry,No,Acne,Fungal,Niacinamide + Benzoyl Peroxide + Green Tea Extract,5% + 2.5% + 3%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
14-18,Dry,Extreme Dry,No,Acne,Cystic,Zinc PCA + Benzoyl Peroxide + Salicylic Acid,2.5% + 2% + 1%,"Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil","Zinc PCA(2.5%) + Benzoyl Peroxide(2%) + Salicylic Acid(1%) -> Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
14-18,Dry,Extreme Dry,No,Dark Circles,Pigmented,Caffeine + Licorice Extract + Vitamin C,3% + 2% + 10%,"Improves blood circulation under eyes, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation","Caffeine(3%) + Licorice Extract(2%) + Vitamin C(10%) -> Improves blood circulation under eyes, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
14-18,Dry,Extreme Dry,No,Dark Circles,Vascular,Licorice Extract + Caffeine + Niacinamide,2% + 3% + 5%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum","Licorice Extract(2%) + Caffeine(3%) + Niacinamide(5%) -> Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum"
14-18,Dry,Extreme Dry,No,Dark Spots,General,Niacinamide + Kojic Acid + Vitamin C,5% + 1% + 10%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Brightens skin and reduces pigmentation","Niacinamide(5%) + Kojic Acid(1%) + Vitamin C(10%) -> Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Brightens skin and reduces pigmentation"
14-18,Dry,Extreme Dry,No,Dullness,General,Green Tea Extract + Niacinamide + Hyaluronic Acid,3% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Hydrates and plumps the skin","Green Tea Extract(3%) + Niacinamide(5%) + Hyaluronic Acid(1%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
14-18,Dry,Extreme Dry,No,Hyperpigmentation,General,Vitamin C + Niacinamide + Alpha Arbutin,10% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots","Vitamin C(10%) + Niacinamide(5%) + Alpha Arbutin(2%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
14-18,Dry,Extreme Dry,No,Open Pores,General,Clay + Azelaic Acid + Salicylic Acid,10% + 2% + 1%,"Absorbs excess oil and tightens pores, Reduces acne and improves skin texture, Unclogs pores and removes excess oil","Clay(10%) + Azelaic Acid(2%) + Salicylic Acid(1%) -> Absorbs excess oil and tightens pores, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
14-18,Dry,Extreme Dry,No,Redness,General,Centella Asiatica + Niacinamide + Aloe Vera,5% + 1% + 1%,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin","Centella Asiatica(5%) + Niacinamide(1%) + Aloe Vera(1%) -> Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
14-18,Dry,Extreme Dry,No,Sun Tan,General,Licorice Extract + Vitamin C + Niacinamide,2% + 10% + 5%,"Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum","Licorice Extract(2%) + Vitamin C(10%) + Niacinamide(5%) -> Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
14-18,Dry,Extreme Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid + Glycolic Acid,2% + 1% + 1%,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin","Willow Bark Extract(2%) + Salicylic Acid(1%) + Glycolic Acid(1%) -> Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin"
